customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
793,34,Male,USA,123812,2,34,50.98,14,11,0.32,1,The product did not match the description.,2024-01-08
794,21,Male,France,64276,2,5,24.72,0,26,0.95,0,"Great experience, will shop again!",2025-08-28
795,28,Male,India,47134,53,13,32.3,2,28,0.25,0,Good quality and value for money.,2025-08-27
796,30,Male,France,50334,100,27,40.25,6,15,0.06,0,"Great experience, will shop again!",2025-10-10
797,48,Female,UK,105250,44,11,53.89,0,11,0.42,0,The website is easy to use.,2025-08-27
798,54,Male,Japan,158701,20,21,64.14,5,30,0.82,1,Customer service was unhelpful.,2024-06-21
799,39,Male,Brazil,58987,17,5,32.84,0,22,0.68,0,Good quality and value for money.,2025-08-15
800,69,Female,Brazil,52615,92,27,41.79,8,6,0.91,0,Love the products and fast shipping.,2025-05-17
801,48,Female,India,35865,70,15,44.29,2,29,0.85,0,Excellent customer service.,2025-09-14
802,65,Female,Germany,156783,40,32,64.5,9,8,0.22,0,Very satisfied with my purchase.,2025-05-08
803,32,Female,USA,50324,14,26,40.07,11,17,0.91,0,Love the products and fast shipping.,2025-10-09
804,44,Male,Germany,72114,6,33,27.34,13,7,0.31,0,Good quality and value for money.,2025-05-17
805,31,Male,Germany,127745,1,22,40.47,7,25,0.78,0,Love the products and fast shipping.,2025-07-31
806,21,Female,Germany,101485,21,11,37.14,2,7,0.0,0,"Great experience, will shop again!",2025-09-03
807,70,Male,Brazil,79334,5,35,32.44,15,30,0.36,0,Good quality and value for money.,2025-06-23
808,68,Male,UK,74252,74,32,46.42,10,17,0.55,0,Very satisfied with my purchase.,2025-05-20
809,36,Male,USA,49894,5,8,28.03,2,29,0.6,0,Love the products and fast shipping.,2025-05-12
810,46,Female,UK,171906,82,22,73.5,2,22,0.25,0,Good quality and value for money.,2025-06-06
811,41,Male,UK,71730,79,19,43.44,4,8,0.73,0,Excellent customer service.,2025-09-30
812,52,Female,USA,116394,4,24,43.29,8,4,0.79,0,The website is easy to use.,2025-07-28
813,68,Male,South Africa,29109,90,11,33.97,0,17,0.88,1,Difficult to navigate the website.,2024-04-20
814,24,Female,India,37085,86,9,46.12,0,10,0.95,0,Very satisfied with my purchase.,2025-09-20
815,22,Female,UK,107032,61,16,60.3,2,4,0.42,0,Love the products and fast shipping.,2025-09-06
816,50,Male,France,25794,39,37,27.24,15,15,0.68,0,Very satisfied with my purchase.,2025-07-22
817,28,Male,UK,87485,40,26,54.86,9,7,0.37,0,The website is easy to use.,2025-05-20
818,31,Female,Australia,61839,55,9,46.57,1,27,0.28,0,The website is easy to use.,2025-10-04
819,53,Male,USA,69038,80,27,45.38,8,26,0.24,0,Very satisfied with my purchase.,2025-08-01
820,35,Female,UK,91304,48,23,54.37,6,2,0.53,0,Excellent customer service.,2025-06-06
821,45,Male,USA,143049,16,20,53.56,5,27,0.2,0,"Great experience, will shop again!",2025-05-22
822,34,Male,Japan,110683,21,17,47.7,4,1,0.43,1,The product did not match the description.,2024-11-11
823,70,Female,Canada,124010,40,28,59.95,8,14,0.57,0,Good quality and value for money.,2025-09-05
824,69,Female,UK,63873,20,33,38.54,13,17,0.18,0,Excellent customer service.,2025-10-14
825,50,Female,Germany,140590,33,28,63.37,8,27,0.39,0,Very satisfied with my purchase.,2025-07-01
826,23,Male,UK,92531,61,11,50.75,0,17,0.21,0,Love the products and fast shipping.,2025-10-13
827,68,Female,Canada,119517,29,7,48.39,0,28,0.09,1,Difficult to navigate the website.,2024-09-29
828,47,Female,India,34729,96,23,45.65,6,20,0.58,0,Good quality and value for money.,2025-09-10
829,28,Female,USA,56607,43,15,41.77,4,10,0.64,0,Good quality and value for money.,2025-09-20
830,70,Male,USA,141746,64,41,56.14,13,18,0.04,0,"Great experience, will shop again!",2025-08-09
831,24,Male,India,20905,55,13,29.52,3,24,0.27,0,"Great experience, will shop again!",2025-05-10
832,70,Female,UK,158382,87,29,61.61,6,5,0.36,0,Excellent customer service.,2025-08-28
833,44,Male,USA,94375,55,36,49.32,13,21,0.52,0,Good quality and value for money.,2025-07-02
834,24,Male,Brazil,60119,31,15,37.57,4,25,0.86,0,Love the products and fast shipping.,2025-10-08
835,45,Female,USA,59146,72,36,49.17,12,4,0.16,0,The website is easy to use.,2025-07-04
836,65,Male,UK,51242,14,35,40.22,15,18,0.26,0,Excellent customer service.,2025-06-22
837,46,Male,Australia,169791,8,40,57.38,15,27,0.63,0,The website is easy to use.,2025-06-24
838,43,Male,USA,131767,13,13,52.31,3,24,0.67,0,Love the products and fast shipping.,2025-09-10
839,42,Male,UK,99137,80,27,61.4,6,15,0.13,0,"Great experience, will shop again!",2025-06-30
840,48,Male,USA,122475,63,18,56.75,2,17,0.12,0,"Great experience, will shop again!",2025-05-21
841,24,Female,UK,55267,14,8,42.93,1,8,0.96,1,I will not be shopping here again.,2024-06-01
842,53,Female,Japan,141829,34,40,60.68,14,15,0.93,0,The website is easy to use.,2025-08-14
843,65,Male,South Africa,65509,58,11,43.98,0,8,0.57,0,Good quality and value for money.,2025-06-21
844,43,Male,Germany,68865,34,26,47.78,9,21,0.32,0,Excellent customer service.,2025-07-03
845,58,Female,Germany,160729,58,25,58.44,5,19,0.83,1,"Poor quality, item broke after a week.",2024-09-17
846,65,Male,Germany,135733,34,35,46.62,13,21,0.49,0,"Great experience, will shop again!",2025-10-22
847,31,Male,USA,134758,25,29,48.75,10,28,0.93,1,Customer service was unhelpful.,2025-04-10
848,54,Male,India,83679,17,30,36.42,12,24,0.64,0,Love the products and fast shipping.,2025-09-29
849,67,Male,Brazil,67834,54,33,42.36,11,23,0.86,0,Good quality and value for money.,2025-05-22
850,18,Male,Australia,87532,44,9,48.99,0,4,0.66,0,Good quality and value for money.,2025-10-24
851,30,Female,Canada,119603,44,24,58.47,7,8,0.01,0,The website is easy to use.,2025-08-27
852,34,Male,Germany,64014,29,15,33.29,5,8,0.2,0,"Great experience, will shop again!",2025-08-10
853,33,Female,Brazil,73344,23,17,49.1,5,6,0.73,0,Excellent customer service.,2025-09-06
854,40,Male,India,41261,3,27,21.64,12,7,0.09,0,Love the products and fast shipping.,2025-08-26
855,50,Female,India,78818,68,42,59.3,15,30,0.3,0,Good quality and value for money.,2025-09-09
856,39,Male,Brazil,79372,40,13,42.65,2,26,0.02,0,Love the products and fast shipping.,2025-08-11
857,22,Male,USA,74165,88,19,48.39,3,27,0.25,0,Love the products and fast shipping.,2025-10-14
858,20,Female,Canada,52253,56,12,42.89,1,17,0.11,0,"Great experience, will shop again!",2025-07-28
859,20,Male,India,73388,26,8,39.3,0,28,0.62,0,Excellent customer service.,2025-07-03
860,37,Male,USA,117138,91,42,63.04,13,13,0.96,0,Excellent customer service.,2025-08-25
861,51,Female,UK,120908,86,36,52.7,10,1,0.55,0,Very satisfied with my purchase.,2025-06-18
862,18,Female,Canada,96190,86,16,65.35,0,16,0.3,0,Good quality and value for money.,2025-06-10
863,27,Female,India,22547,18,22,37.67,9,25,0.77,0,"Great experience, will shop again!",2025-07-27
864,40,Female,UK,44713,75,17,48.03,4,22,0.39,0,Very satisfied with my purchase.,2025-09-29
865,66,Female,India,51643,51,6,42.59,0,27,0.7,0,The website is easy to use.,2025-07-10
866,62,Female,France,69932,64,13,40.92,1,10,0.83,0,Very satisfied with my purchase.,2025-08-03
867,19,Female,Brazil,54330,84,13,53.48,0,22,0.63,0,Good quality and value for money.,2025-05-06
868,52,Female,USA,109798,42,20,44.74,5,21,0.42,0,The website is easy to use.,2025-07-29
869,38,Male,India,77868,95,21,45.55,3,3,0.47,0,Very satisfied with my purchase.,2025-06-05
870,23,Female,USA,41835,36,5,33.54,0,9,0.49,0,"Great experience, will shop again!",2025-09-11
871,40,Male,USA,97654,60,33,60.45,10,8,0.87,0,Excellent customer service.,2025-08-12
872,30,Female,Japan,72141,77,23,44.35,6,13,0.8,0,Excellent customer service.,2025-08-09
873,27,Male,India,30716,58,25,32.72,8,10,0.13,0,"Great experience, will shop again!",2025-05-12
874,27,Female,France,42079,62,8,46.56,0,28,0.94,0,The website is easy to use.,2025-05-05
875,35,Male,India,46743,73,12,34.38,1,21,0.09,0,Excellent customer service.,2025-07-03
876,57,Female,India,79153,14,26,40.37,11,21,0.12,0,The website is easy to use.,2025-10-18
877,68,Male,Brazil,92431,69,39,55.12,14,17,0.98,1,"Poor quality, item broke after a week.",2024-09-09
878,23,Female,USA,105624,10,18,39.7,5,21,0.32,0,"Great experience, will shop again!",2025-07-04
879,61,Female,Germany,133496,37,12,64.09,1,9,0.27,0,The website is easy to use.,2025-10-11
880,65,Female,Brazil,30690,13,26,22.4,11,5,0.02,1,Customer service was unhelpful.,2024-12-19
881,55,Male,India,60667,90,23,55.48,6,15,0.91,0,Excellent customer service.,2025-05-09
882,36,Female,UK,97069,85,26,62.96,6,19,0.85,0,Very satisfied with my purchase.,2025-05-22
883,30,Male,Brazil,68527,81,28,40.82,7,18,0.99,0,The website is easy to use.,2025-08-20
884,43,Female,Germany,75452,39,10,40.33,0,5,0.06,0,"Great experience, will shop again!",2025-08-27
885,47,Female,South Africa,73831,56,14,47.61,2,9,0.3,0,Very satisfied with my purchase.,2025-09-26
886,19,Female,UK,67740,22,4,41.85,0,17,0.36,0,The website is easy to use.,2025-09-19
887,39,Male,USA,76163,57,27,40.05,8,3,0.39,0,Love the products and fast shipping.,2025-07-17
888,64,Male,Japan,64219,90,28,53.51,8,5,0.48,0,The website is easy to use.,2025-08-04
889,70,Female,France,85772,62,30,58.51,10,30,0.61,0,Good quality and value for money.,2025-08-15
890,58,Male,India,28824,13,32,35.51,15,13,0.22,1,"Poor quality, item broke after a week.",2023-11-26
891,19,Male,Canada,61366,43,11,40.05,1,14,0.87,0,Excellent customer service.,2025-09-25
892,42,Male,India,31751,82,28,41.51,9,9,0.88,0,The website is easy to use.,2025-10-26
893,65,Male,Japan,52891,63,15,36.3,3,19,0.38,0,The website is easy to use.,2025-08-04
894,44,Male,Brazil,51436,8,31,31.76,13,24,0.56,0,Good quality and value for money.,2025-07-18
895,28,Female,UK,98316,31,13,38.93,3,22,0.7,0,Very satisfied with my purchase.,2025-06-01
896,45,Male,Canada,62973,15,23,41.29,8,24,0.76,0,Excellent customer service.,2025-09-23
897,48,Female,Japan,133072,54,36,52.84,11,22,0.97,0,Very satisfied with my purchase.,2025-10-01
898,39,Female,USA,56860,70,13,45.51,2,8,0.82,0,"Great experience, will shop again!",2025-07-17
899,20,Male,USA,124434,99,18,71.28,1,14,0.66,0,Very satisfied with my purchase.,2025-07-27
900,39,Male,Brazil,77763,20,19,30.09,6,12,0.0,0,Very satisfied with my purchase.,2025-07-24
901,64,Male,Germany,135381,39,34,59.8,12,18,0.69,0,Good quality and value for money.,2025-07-24
902,34,Female,France,52262,15,32,39.52,13,11,0.61,0,Love the products and fast shipping.,2025-08-22
903,48,Male,USA,54846,31,35,36.04,15,2,0.53,0,The website is easy to use.,2025-10-03
904,22,Female,India,68946,37,10,33.68,1,19,0.73,0,Very satisfied with my purchase.,2025-10-06
905,33,Female,USA,41019,8,21,28.9,9,7,0.05,0,The website is easy to use.,2025-10-01
906,54,Female,Australia,163844,96,37,65.66,10,11,0.2,0,The website is easy to use.,2025-09-16
907,21,Female,Brazil,79809,95,18,59.77,3,7,0.04,0,Excellent customer service.,2025-10-01
908,41,Female,USA,96106,89,28,66.54,7,6,0.68,0,The website is easy to use.,2025-05-18
909,31,Female,UK,118635,43,25,50.25,7,20,0.8,0,"Great experience, will shop again!",2025-05-10
910,59,Female,USA,167152,75,35,68.94,9,20,0.6,0,Good quality and value for money.,2025-08-06
911,45,Male,India,32129,49,13,29.4,2,24,0.98,0,Very satisfied with my purchase.,2025-07-02
912,44,Female,India,74439,90,16,57.46,2,14,0.15,0,Good quality and value for money.,2025-08-14
913,29,Female,Brazil,43764,12,6,26.81,0,10,0.59,0,The website is easy to use.,2025-08-03
914,48,Female,India,37610,88,41,48.36,14,8,0.85,0,Love the products and fast shipping.,2025-10-08
915,20,Male,Canada,72752,11,5,34.25,0,13,0.81,0,Very satisfied with my purchase.,2025-06-27
916,29,Male,Canada,123874,28,27,56.06,9,8,0.33,0,Very satisfied with my purchase.,2025-09-02
917,34,Male,UK,87111,80,37,49.28,12,7,0.35,0,Excellent customer service.,2025-08-06
918,56,Male,Germany,93772,56,10,51.56,0,30,0.56,0,The website is easy to use.,2025-07-05
919,60,Female,Brazil,33200,77,22,39.76,5,11,0.36,0,Love the products and fast shipping.,2025-08-05
920,40,Female,Australia,119101,70,20,54.12,4,12,0.72,0,Good quality and value for money.,2025-07-30
921,32,Female,Japan,55644,60,30,46.35,11,4,0.42,0,Excellent customer service.,2025-10-21
922,46,Female,USA,171787,19,18,67.44,3,17,0.86,0,The website is easy to use.,2025-10-23
923,20,Female,Brazil,44031,33,6,35.9,0,11,0.53,0,Excellent customer service.,2025-09-02
924,23,Male,UK,92312,12,18,42.78,5,9,0.46,0,"Great experience, will shop again!",2025-08-10
925,45,Female,India,39542,51,11,38.28,1,7,0.33,0,"Great experience, will shop again!",2025-08-26
926,62,Male,USA,105224,20,12,42.94,2,24,0.97,1,"Poor quality, item broke after a week.",2024-08-31
927,36,Male,France,23049,73,40,37.7,15,11,0.36,0,The website is easy to use.,2025-09-04
928,25,Male,India,20949,79,18,41.29,4,4,0.0,0,The website is easy to use.,2025-07-18
929,56,Male,Australia,174423,60,33,61.5,9,1,0.92,0,"Great experience, will shop again!",2025-09-12
930,60,Female,Germany,119050,42,37,51.39,13,16,0.09,0,The website is easy to use.,2025-06-25
931,29,Male,Canada,117045,42,14,60.89,1,29,0.53,0,Excellent customer service.,2025-09-08
932,57,Male,India,63046,96,38,60.66,13,18,0.26,0,Love the products and fast shipping.,2025-05-17
933,66,Female,USA,70818,74,27,46.9,8,22,0.52,0,Excellent customer service.,2025-06-10
934,60,Male,USA,125300,90,38,70.19,11,2,0.63,0,Excellent customer service.,2025-06-11
935,19,Male,USA,43059,9,2,38.16,0,20,0.51,0,Very satisfied with my purchase.,2025-05-25
936,58,Male,India,56684,30,12,40.92,2,26,0.49,0,Very satisfied with my purchase.,2025-09-01
937,58,Male,Australia,129669,45,35,59.89,11,6,0.14,0,Love the products and fast shipping.,2025-05-09
938,47,Male,India,74293,25,34,42.32,14,9,0.45,0,Very satisfied with my purchase.,2025-10-01
939,39,Female,USA,82175,96,41,51.96,13,2,0.09,0,"Great experience, will shop again!",2025-05-31
940,52,Male,USA,139503,28,12,60.12,0,4,0.0,1,Customer service was unhelpful.,2023-12-11
941,21,Male,USA,145073,45,17,55.32,3,7,0.3,0,"Great experience, will shop again!",2025-06-13
942,29,Female,UK,116481,93,15,64.69,0,1,0.6,1,"Poor quality, item broke after a week.",2024-05-04
943,25,Male,India,26500,45,21,39.39,7,15,0.81,0,Very satisfied with my purchase.,2025-06-11
944,70,Male,Germany,79699,11,32,30.67,14,10,0.14,0,Excellent customer service.,2025-07-31
945,46,Female,Germany,61579,52,23,50.84,7,7,0.78,0,Good quality and value for money.,2025-05-06
946,65,Male,Brazil,74440,71,15,47.88,3,7,0.88,0,Good quality and value for money.,2025-05-07
947,49,Male,USA,169384,83,24,79.51,4,30,0.08,0,Excellent customer service.,2025-05-10
948,45,Male,Germany,68487,82,43,51.91,15,7,0.8,0,Very satisfied with my purchase.,2025-08-01
949,18,Female,USA,109665,75,13,58.83,0,21,0.85,0,Love the products and fast shipping.,2025-10-22
950,37,Female,USA,81688,94,20,46.03,3,14,0.71,0,Good quality and value for money.,2025-06-02
951,45,Male,South Africa,69329,40,13,32.74,2,23,0.25,0,Very satisfied with my purchase.,2025-09-19
952,29,Male,India,71385,36,17,47.65,4,11,0.93,0,The website is easy to use.,2025-06-02
953,39,Female,France,79448,62,13,55.38,2,24,0.46,0,Good quality and value for money.,2025-05-02
954,65,Female,USA,104186,47,33,42.24,12,23,0.83,0,Good quality and value for money.,2025-05-16
955,32,Male,India,39965,31,10,29.44,2,17,0.11,0,Good quality and value for money.,2025-09-08
956,25,Male,Brazil,66506,5,8,29.45,2,28,0.76,0,Good quality and value for money.,2025-05-22
957,41,Female,Brazil,56655,69,34,49.18,12,26,0.31,0,The website is easy to use.,2025-09-14
958,54,Female,USA,68478,3,13,39.24,4,14,0.61,0,Excellent customer service.,2025-07-26
959,53,Female,France,62622,17,11,26.76,4,4,0.23,0,Very satisfied with my purchase.,2025-08-05
960,46,Male,South Africa,58293,84,13,49.92,0,13,0.64,0,Love the products and fast shipping.,2025-08-29
961,55,Male,Brazil,55730,56,14,44.42,2,4,0.2,1,The product did not match the description.,2024-11-02
962,30,Male,UK,58621,49,10,40.92,0,27,0.97,0,The website is easy to use.,2025-07-15
963,24,Female,France,75019,55,19,37.05,4,21,0.88,0,Good quality and value for money.,2025-07-03
964,67,Female,Canada,57385,65,38,40.33,14,30,0.78,0,"Great experience, will shop again!",2025-09-17
965,28,Male,Brazil,36180,71,22,48.4,6,24,0.56,0,"Great experience, will shop again!",2025-09-14
966,52,Male,USA,161744,30,41,63.56,15,23,0.17,0,Love the products and fast shipping.,2025-06-18
967,34,Male,USA,108691,1,8,31.96,1,24,0.98,0,Love the products and fast shipping.,2025-10-18
968,38,Male,UK,104664,18,7,50.2,0,9,0.38,1,Difficult to navigate the website.,2024-04-05
969,25,Male,Germany,59940,19,8,41.44,2,11,0.54,0,"Great experience, will shop again!",2025-09-07
970,47,Male,Japan,52280,56,25,35.4,8,17,0.03,0,Love the products and fast shipping.,2025-10-09
971,64,Female,Brazil,72513,20,26,47.51,10,10,0.09,0,Excellent customer service.,2025-10-16
972,49,Female,UK,152552,46,21,55.67,5,17,0.02,0,Excellent customer service.,2025-06-08
973,51,Female,Brazil,77923,15,16,34.1,6,27,0.94,0,Very satisfied with my purchase.,2025-08-10
974,60,Female,USA,125020,99,48,67.07,15,5,0.62,0,"Great experience, will shop again!",2025-09-26
975,51,Female,Brazil,53550,99,31,52.82,9,7,0.31,0,Excellent customer service.,2025-09-06
976,23,Male,Japan,41650,81,19,44.02,5,22,0.25,0,Very satisfied with my purchase.,2025-10-16
977,39,Male,India,69658,1,12,39.56,4,28,0.97,0,The website is easy to use.,2025-08-23
978,41,Male,USA,72708,12,13,29.41,4,2,0.59,0,"Great experience, will shop again!",2025-05-09
979,70,Female,India,86095,99,36,59.54,11,8,0.47,0,The website is easy to use.,2025-05-10
980,30,Female,USA,93879,1,11,47.06,4,27,0.56,0,Good quality and value for money.,2025-09-04
981,21,Female,Australia,130513,71,20,55.97,3,28,0.37,0,"Great experience, will shop again!",2025-09-28
982,51,Male,USA,88549,59,14,40.73,2,1,0.52,0,Love the products and fast shipping.,2025-07-04
983,63,Female,India,25570,58,25,35.42,9,19,0.85,0,Very satisfied with my purchase.,2025-10-01
984,20,Female,USA,48227,75,10,35.75,0,9,0.83,0,"Great experience, will shop again!",2025-08-07
985,32,Female,Australia,85437,32,22,38.2,7,20,0.93,0,The website is easy to use.,2025-07-27
986,37,Female,USA,117291,41,18,45.5,3,2,0.43,0,Love the products and fast shipping.,2025-06-03
987,34,Male,USA,146344,47,14,59.97,0,2,0.6,0,Good quality and value for money.,2025-09-03
988,61,Female,India,27696,57,12,33.07,3,1,0.22,0,Love the products and fast shipping.,2025-06-20
989,29,Female,UK,101490,5,7,39.74,0,12,0.68,0,Very satisfied with my purchase.,2025-10-16
990,65,Female,Brazil,24726,63,19,41.5,5,22,0.45,0,The website is easy to use.,2025-05-20
991,18,Female,USA,147596,38,10,49.02,0,22,0.47,0,Excellent customer service.,2025-08-06
992,70,Female,UK,116053,8,28,48.96,10,10,0.81,0,Love the products and fast shipping.,2025-06-05
993,33,Male,UK,104453,71,24,47.91,5,19,0.31,0,The website is easy to use.,2025-06-10
994,27,Female,India,59781,56,28,38.53,9,8,0.73,1,Shipping was too slow.,2025-02-15
995,48,Female,USA,68036,62,8,43.19,0,9,0.58,1,I will not be shopping here again.,2025-03-02
996,28,Male,UK,103046,83,18,57.75,3,7,0.22,0,Excellent customer service.,2025-07-17
997,53,Male,India,67862,83,25,53.82,6,2,0.71,0,Love the products and fast shipping.,2025-10-21
998,66,Female,USA,117267,94,48,57.66,15,5,0.07,0,"Great experience, will shop again!",2025-07-27
999,61,Male,South Africa,46302,93,34,51.34,12,21,0.28,0,Very satisfied with my purchase.,2025-05-27
1000,39,Male,Germany,74197,47,37,47.38,14,12,0.27,0,Very satisfied with my purchase.,2025-05-08
1001,55,Female,USA,122691,48,27,45.95,9,13,0.39,0,The website is easy to use.,2025-07-06
1002,32,Male,Germany,58044,97,38,44.46,12,3,0.34,0,Love the products and fast shipping.,2025-06-04
1003,40,Male,South Africa,40787,34,8,35.17,0,29,0.84,1,The product did not match the description.,2024-06-28
1004,42,Male,USA,71427,99,32,58.2,8,12,0.22,0,"Great experience, will shop again!",2025-08-08
1005,26,Male,Brazil,66630,60,26,45.32,8,28,0.53,0,Very satisfied with my purchase.,2025-07-21
1006,52,Female,India,94794,63,39,47.38,14,9,0.64,0,"Great experience, will shop again!",2025-10-16
1007,26,Female,India,53287,54,17,45.49,5,25,0.1,0,Good quality and value for money.,2025-10-15
1008,56,Female,Australia,141771,88,40,60.39,12,17,0.86,0,Excellent customer service.,2025-06-12
1009,22,Male,France,26927,6,11,23.02,4,22,0.82,1,"Poor quality, item broke after a week.",2024-02-19
1010,52,Male,Canada,56778,58,36,35.59,14,14,0.51,0,"Great experience, will shop again!",2025-08-19
1011,39,Male,Brazil,55859,100,31,59.79,8,19,0.65,0,"Great experience, will shop again!",2025-07-27
1012,62,Male,Germany,91606,75,24,60.74,6,20,0.81,0,Love the products and fast shipping.,2025-08-08
1013,55,Female,USA,153535,29,36,63.72,12,22,0.95,1,Shipping was too slow.,2024-01-15
1014,59,Female,Japan,145150,3,28,41.36,10,2,0.26,0,Love the products and fast shipping.,2025-07-23
1015,22,Male,Australia,65014,20,14,44.37,4,25,0.96,0,Love the products and fast shipping.,2025-06-21
1016,27,Female,USA,145065,21,19,56.42,5,26,0.01,0,The website is easy to use.,2025-05-16
1017,69,Female,Brazil,27760,30,24,36.15,10,24,0.9,0,Good quality and value for money.,2025-07-22
1018,55,Male,Australia,75181,35,29,32.51,10,16,0.78,0,Good quality and value for money.,2025-07-27
1019,56,Male,USA,71437,70,40,45.57,14,6,0.04,0,Good quality and value for money.,2025-08-09
1020,36,Male,India,34214,36,10,24.37,2,16,0.82,0,Excellent customer service.,2025-08-20
1021,40,Female,USA,74538,32,10,50.06,2,12,0.79,0,Excellent customer service.,2025-08-18
1022,44,Male,UK,51789,1,11,39.37,3,28,0.03,0,The website is easy to use.,2025-10-08
1023,68,Female,India,52922,82,29,54.96,9,20,0.72,0,The website is easy to use.,2025-10-19
1024,27,Male,India,34870,64,24,47.92,7,24,0.76,0,The website is easy to use.,2025-06-05
1025,20,Female,India,79265,64,14,50.59,1,12,0.18,0,Excellent customer service.,2025-09-03
1026,45,Female,South Africa,37612,39,9,38.69,1,16,0.52,0,"Great experience, will shop again!",2025-09-19
1027,69,Male,Japan,173913,50,26,63.27,5,24,0.74,0,"Great experience, will shop again!",2025-09-08
1028,50,Female,Germany,96180,54,22,50.68,6,19,0.2,0,Excellent customer service.,2025-05-09
1029,39,Female,France,68867,95,23,57.45,5,29,0.77,0,Love the products and fast shipping.,2025-09-15
1030,52,Female,India,61556,91,31,41.2,9,2,0.6,0,Very satisfied with my purchase.,2025-05-10
1031,59,Male,Brazil,59335,56,30,52.59,11,4,0.79,1,Customer service was unhelpful.,2024-11-15
1032,61,Male,France,25986,42,35,41.25,15,16,0.18,0,The website is easy to use.,2025-06-18
1033,36,Male,USA,58909,32,18,41.36,6,22,0.94,0,Very satisfied with my purchase.,2025-07-10
1034,69,Male,India,64195,58,17,42.76,4,24,0.0,0,Good quality and value for money.,2025-10-25
1035,26,Male,Brazil,45767,29,20,37.35,7,5,0.08,0,Excellent customer service.,2025-06-23
1036,57,Female,Germany,118072,85,15,51.57,1,2,0.41,1,Shipping was too slow.,2025-01-20
1037,30,Male,USA,79890,64,15,47.47,1,2,0.98,0,Excellent customer service.,2025-07-24
1038,56,Male,USA,56059,40,14,40.17,4,15,0.23,0,The website is easy to use.,2025-08-28
1039,25,Female,Germany,80499,34,24,47.97,7,9,0.49,0,Love the products and fast shipping.,2025-06-17
1040,28,Female,France,37741,98,13,56.44,1,30,0.17,0,Excellent customer service.,2025-05-02
1041,18,Female,Germany,64316,17,5,28.72,0,9,0.4,1,The product did not match the description.,2024-10-23
1042,65,Female,USA,106032,97,22,61.18,3,14,0.66,0,Very satisfied with my purchase.,2025-10-07
1043,47,Male,India,62563,38,39,45.74,15,22,0.39,0,Very satisfied with my purchase.,2025-09-04
1044,38,Female,South Africa,20257,82,32,39.13,12,1,0.73,0,Good quality and value for money.,2025-06-04
1045,50,Female,USA,94808,61,38,52.38,13,24,0.29,0,Love the products and fast shipping.,2025-08-10
1046,54,Female,USA,78325,73,16,59.05,2,12,0.83,0,Good quality and value for money.,2025-09-14
1047,24,Female,France,20389,21,7,28.04,1,26,0.6,0,The website is easy to use.,2025-07-04
1048,52,Male,Canada,118186,65,34,50.33,10,11,0.57,0,Excellent customer service.,2025-08-17
1049,45,Female,USA,77421,90,22,48.71,5,20,0.48,0,Excellent customer service.,2025-07-02
1050,37,Female,Canada,59679,78,32,52.69,11,23,0.79,0,Love the products and fast shipping.,2025-09-24
1051,20,Male,Brazil,52371,100,12,52.31,0,17,0.05,0,Love the products and fast shipping.,2025-07-02
1052,30,Female,Germany,76734,61,11,43.27,1,8,0.66,0,The website is easy to use.,2025-05-11
1053,48,Male,UK,91599,11,17,36.69,6,29,0.69,0,Love the products and fast shipping.,2025-05-27
1054,40,Female,USA,107574,59,31,49.83,10,24,0.74,0,Excellent customer service.,2025-10-23
1055,65,Male,UK,65539,89,13,51.77,1,17,0.8,1,Difficult to navigate the website.,2024-09-01
1056,35,Male,USA,120725,55,40,50.76,13,12,0.87,0,Excellent customer service.,2025-07-09
1057,57,Male,USA,60711,88,29,47.14,8,27,0.69,0,Good quality and value for money.,2025-10-12
1058,66,Male,USA,75736,92,21,62.89,4,17,0.1,0,"Great experience, will shop again!",2025-06-08
1059,51,Male,India,40698,93,16,50.56,3,4,0.52,0,Love the products and fast shipping.,2025-07-03
1060,47,Male,India,39571,58,29,43.13,11,11,0.38,0,Love the products and fast shipping.,2025-10-23
1061,43,Female,India,52582,68,16,38.68,3,2,0.4,0,Excellent customer service.,2025-05-12
1062,65,Female,USA,120253,50,29,62.87,8,18,0.1,0,Excellent customer service.,2025-09-25
1063,58,Male,UK,125776,58,39,50.94,13,22,0.6,0,Love the products and fast shipping.,2025-05-06
1064,48,Female,Germany,91267,31,8,39.52,0,6,0.71,0,Love the products and fast shipping.,2025-10-02
1065,36,Female,Brazil,41528,6,12,34.94,5,20,0.27,0,The website is easy to use.,2025-05-20
1066,52,Female,Brazil,78733,79,27,60.2,8,20,0.07,0,"Great experience, will shop again!",2025-06-05
1067,52,Female,Brazil,57506,91,27,49.31,7,15,0.08,0,The website is easy to use.,2025-08-11
1068,66,Female,UK,58497,44,22,33.28,6,3,0.83,0,Love the products and fast shipping.,2025-09-05
1069,39,Female,India,66916,99,18,59.67,3,15,0.27,0,Good quality and value for money.,2025-08-05
1070,29,Female,USA,63458,85,16,58.89,1,14,0.17,0,"Great experience, will shop again!",2025-10-26
1071,24,Male,USA,112374,44,21,46.87,5,26,0.13,0,Very satisfied with my purchase.,2025-06-27
1072,52,Female,India,47205,22,19,36.93,7,20,0.65,0,"Great experience, will shop again!",2025-09-23
1073,41,Female,Brazil,69078,62,39,39.77,15,21,0.88,0,Love the products and fast shipping.,2025-09-07
